x,y,role,token
11.325589179992676,6.203441619873047,other,public
10.569673538208008,6.008980751037598,other,static
9.08841609954834,-2.0736148357391357,other,byte
8.62826156616211,-10.383454322814941,delimiter,[
10.982890129089355,-10.484095573425293,delimiter,]
14.684393882751465,10.390243530273438,identifier,encrypt
-2.815260171890259,-6.09097957611084,delimiter,(
8.734222412109375,-2.0340561866760254,other,byte
8.49129867553711,-9.886751174926758,delimiter,[
10.969090461730957,-10.026838302612305,delimiter,]
10.463085174560547,11.808897018432617,identifier,keyParam
-2.489199638366699,-5.176912784576416,delimiter,","
8.556443214416504,-2.0140511989593506,other,byte
8.377345085144043,-9.74208927154541,delimiter,[
11.055144309997559,-9.894479751586914,delimiter,]
13.853677749633789,12.320137977600098,identifier,dataToEncryptParam
-2.463378429412842,-5.099752902984619,delimiter,","
8.428239822387695,-2.0174355506896973,other,byte
8.288185119628906,-9.642032623291016,delimiter,[
11.13381290435791,-9.734851837158203,delimiter,]
11.379903793334961,14.19085693359375,identifier,ivParam
-17.622600555419922,-3.648545742034912,delimiter,)
-16.731815338134766,6.4540886878967285,delimiter,{
-14.17698860168457,-2.236473560333252,control_flow,if
-4.327867031097412,-18.122848510742188,delimiter,(
13.816362380981445,12.585752487182617,identifier,dataToEncryptParam
-11.698554992675781,-1.1459025144577026,logical_comparison,==
-11.566131591796875,-1.097499966621399,literal,null
-16.1893367767334,-1.6615358591079712,delimiter,)
-16.561458587646484,8.236043930053711,delimiter,{
22.4985408782959,-20.903804779052734,return_exception,throw
15.539413452148438,-36.50304412841797,declaration,new
62.374977111816406,1.8363994359970093,identifier,FluidClientException
-8.049738883972168,-13.343557357788086,delimiter,(
12.967157363891602,6.4415388107299805,other,"""No data to encrypt provided. """
0.2953628599643707,1.6366556882858276,delimiter,","
64.27104187011719,3.519497871398926,identifier,FluidClientException
-56.740848541259766,-25.04838752746582,delimiter,.
51.54019546508789,-0.27268412709236145,identifier,ErrorCode
-53.458335876464844,-27.237546920776367,delimiter,.
19.643482208251953,14.770925521850586,identifier,AES_256
-20.291046142578125,-7.275782585144043,delimiter,)
-31.13068389892578,-2.702767848968506,delimiter,;
-25.68927764892578,12.632705688476562,delimiter,}
8.823758125305176,9.800311088562012,identifier,Key
8.930744171142578,10.594193458557129,identifier,key
-8.257315635681152,-8.05171012878418,assignment_operator,=
13.914908409118652,-36.79738998413086,declaration,new
16.9748592376709,6.21311616897583,identifier,SecretKeySpec
-5.477344989776611,-12.623770713806152,delimiter,(
10.429886817932129,11.784065246582031,identifier,keyParam
0.8120889663696289,-0.17772242426872253,delimiter,","
17.01848602294922,9.307449340820312,identifier,KEY_ALGO
-18.966583251953125,-5.805558204650879,delimiter,)
-27.907981872558594,-1.3983880281448364,delimiter,;
-14.778909683227539,4.832402229309082,return_exception,try
-15.126840591430664,5.938145160675049,delimiter,{
23.860116958618164,9.510372161865234,identifier,Cipher
24.934446334838867,11.835246086120605,identifier,cipher
-8.254446983337402,-8.05855655670166,assignment_operator,=
23.845293045043945,9.547115325927734,identifier,Cipher
-53.071533203125,-21.977582931518555,delimiter,.
15.0068359375,8.065122604370117,identifier,getInstance
-4.310148239135742,-13.335274696350098,delimiter,(
16.921428680419922,9.288917541503906,identifier,ALGO_CBC
-19.01515769958496,-6.1668381690979,delimiter,)
-27.962928771972656,-1.4187934398651123,delimiter,;
24.653310775756836,11.713732719421387,identifier,cipher
-52.64284133911133,-21.826078414916992,delimiter,.
12.899413108825684,3.255164861679077,identifier,init
-4.894636154174805,-13.62115478515625,delimiter,(
23.829635620117188,9.545849800109863,identifier,Cipher
-53.328765869140625,-25.86793327331543,delimiter,.
15.898286819458008,9.09494400024414,identifier,ENCRYPT_MODE
1.0279829502105713,0.15485453605651855,delimiter,","
9.000565528869629,10.684446334838867,identifier,key
0.12230268120765686,-0.01774747110903263,delimiter,","
13.781379699707031,-36.735740661621094,declaration,new
16.20122528076172,6.214494705200195,identifier,IvParameterSpec
-5.307514667510986,-12.46541976928711,delimiter,(
11.385034561157227,14.202927589416504,identifier,ivParam
-18.623779296875,-7.5356574058532715,delimiter,)
-20.210908889770508,-5.329366683959961,delimiter,)
-28.118946075439453,-1.4174309968948364,delimiter,;
-1.403461217880249,-0.7307378053665161,return_exception,return
24.61195945739746,11.705270767211914,identifier,cipher
-52.60536193847656,-21.868120193481445,delimiter,.
13.244710922241211,3.9360909461975098,identifier,doFinal
-4.958091735839844,-13.020508766174316,delimiter,(
13.81733226776123,12.684385299682617,identifier,dataToEncryptParam
-19.39632797241211,-6.745479583740234,delimiter,)
-30.580257415771484,-1.7560455799102783,delimiter,;
-26.76552963256836,11.642240524291992,delimiter,}
-23.20888328552246,21.52261734008789,return_exception,catch
-4.909775733947754,-19.535734176635742,delimiter,(
19.874217987060547,3.2947885990142822,identifier,InvalidKeyException
-12.449899673461914,66.874755859375,identifier,except
-17.335601806640625,-1.4415549039840698,delimiter,)
-15.62071418762207,7.465625762939453,delimiter,{
23.142040252685547,-20.709823608398438,return_exception,throw
14.955449104309082,-36.03248596191406,declaration,new
61.696781158447266,2.154212713241577,identifier,FluidClientException
-7.623210906982422,-14.077688217163086,delimiter,(
13.856513023376465,6.527488708496094,other,"""Key: Unable to encrypt data. """
-1.8517000675201416,13.140518188476562,other,+
-8.883703231811523,68.6217041015625,identifier,except
-54.80057144165039,-20.330196380615234,delimiter,.
4.000059604644775,25.002424240112305,identifier,getMessage
-13.581711769104004,-18.67324447631836,delimiter,(
-20.845474243164062,-13.707839965820312,delimiter,)
1.1178966760635376,3.4383206367492676,delimiter,","
-11.501827239990234,70.38687896728516,identifier,except
-1.0532522201538086,0.9555360078811646,delimiter,","
63.62825393676758,3.8674509525299072,identifier,FluidClientException
-56.77385330200195,-25.681427001953125,delimiter,.
51.71186447143555,0.2667829692363739,identifier,ErrorCode
-54.06955337524414,-27.17428970336914,delimiter,.
19.526226043701172,15.331377983093262,identifier,AES_256
-20.587263107299805,-6.451329708099365,delimiter,)
-31.140853881835938,-1.8929613828659058,delimiter,;
-26.160968780517578,11.721894264221191,delimiter,}
-23.263792037963867,21.993009567260742,return_exception,catch
-5.150370121002197,-19.041927337646484,delimiter,(
19.115909576416016,3.2149057388305664,identifier,InvalidAlgorithmParameterException
-12.330975532531738,67.59056091308594,identifier,except
-17.678895950317383,-1.4593734741210938,delimiter,)
-15.687450408935547,7.836325168609619,delimiter,{
23.409204483032227,-20.4653263092041,return_exception,throw
15.41561222076416,-35.91692352294922,declaration,new
62.0252571105957,2.781877279281616,identifier,FluidClientException
-8.01353931427002,-14.079986572265625,delimiter,(
13.810758590698242,6.023358345031738,other,"""Algo: Unable to encrypt data. """
-2.0974619388580322,12.815668106079102,other,+
-9.252197265625,68.92413330078125,identifier,except
-54.758644104003906,-19.904033660888672,delimiter,.
4.148241996765137,25.45136833190918,identifier,getMessage
-13.955321311950684,-18.543853759765625,delimiter,(
-20.612146377563477,-14.032249450683594,delimiter,)
1.2795929908752441,3.7107479572296143,delimiter,","
-11.148184776306152,70.46501922607422,identifier,except
-1.0205183029174805,1.3144664764404297,delimiter,","
63.99010467529297,4.292978286743164,identifier,FluidClientException
-56.79500961303711,-25.972990036010742,delimiter,.
51.59464645385742,0.6585705876350403,identifier,ErrorCode
-54.37025451660156,-27.396276473999023,delimiter,.
20.22064208984375,14.959630966186523,identifier,AES_256
-20.80603790283203,-6.7214155197143555,delimiter,)
-31.546892166137695,-2.032811164855957,delimiter,;
-25.89788055419922,11.483040809631348,delimiter,}
-23.603824615478516,22.219013214111328,return_exception,catch
-5.48730993270874,-18.986461639404297,delimiter,(
18.403289794921875,2.8661274909973145,identifier,IllegalBlockSizeException
-12.542369842529297,67.84793090820312,identifier,except
-17.437274932861328,-0.9522228240966797,delimiter,)
-15.2728271484375,7.950374126434326,delimiter,{
22.638057708740234,-20.14939308166504,return_exception,throw
14.777591705322266,-35.52214431762695,declaration,new
61.862186431884766,3.064817428588867,identifier,FluidClientException
-7.908624172210693,-14.531207084655762,delimiter,(
14.236587524414062,6.403442859649658,other,"""Block: Unable to encrypt data. """
-2.1624412536621094,13.484009742736816,other,+
-9.231711387634277,69.2822494506836,identifier,except
-55.259212493896484,-20.333145141601562,delimiter,.
3.9616379737854004,25.78710174560547,identifier,getMessage
-13.678692817687988,-19.11850357055664,delimiter,(
-21.226625442504883,-13.882893562316895,delimiter,)
1.2283847332000732,4.066520690917969,delimiter,","
-11.588517189025879,70.88523864746094,identifier,except
-1.137688159942627,1.6077088117599487,delimiter,","
63.87306213378906,4.672842502593994,identifier,FluidClientException
-57.40556335449219,-25.71324920654297,delimiter,.
50.94273376464844,-0.02705652266740799,identifier,ErrorCode
-53.98213195800781,-27.94196128845215,delimiter,.
20.436426162719727,15.18527603149414,identifier,AES_256
-21.14179229736328,-6.40447998046875,delimiter,)
-31.271297454833984,-1.3332445621490479,delimiter,;
-26.319496154785156,11.16873836517334,delimiter,}
-23.955516815185547,22.08224868774414,return_exception,catch
-5.621313571929932,-19.324234008789062,delimiter,(
18.009349822998047,2.7547829151153564,identifier,NoSuchPaddingException
-12.801844596862793,67.941162109375,identifier,except
-17.69715118408203,-0.7206966280937195,delimiter,)
-15.410826683044434,8.439940452575684,delimiter,{
22.784711837768555,-19.868955612182617,return_exception,throw
15.057684898376465,-35.23286437988281,declaration,new
61.26502990722656,3.0200986862182617,identifier,FluidClientException
-8.564698219299316,-14.306112289428711,delimiter,(
14.470017433166504,5.914395809173584,other,"""NoPadding: Unable to encrypt data. """
-2.5231289863586426,13.460671424865723,other,+
-8.620057106018066,69.32167053222656,identifier,except
-55.12070083618164,-19.642356872558594,delimiter,.
3.49823260307312,25.146883010864258,identifier,getMessage
-13.99014949798584,-19.279621124267578,delimiter,(
-20.83702850341797,-14.45195484161377,delimiter,)
0.7374796867370605,4.053134441375732,delimiter,","
-11.030689239501953,71.03353881835938,identifier,except
-1.584152340888977,1.6239265203475952,delimiter,","
63.26274490356445,4.5265607833862305,identifier,FluidClientException
-57.41743850708008,-26.142820358276367,delimiter,.
50.748538970947266,0.26501768827438354,identifier,ErrorCode
-54.57949447631836,-27.889314651489258,delimiter,.
19.821231842041016,15.783997535705566,identifier,AES_256
-21.44611167907715,-6.924527645111084,delimiter,)
-31.704416275024414,-1.255273461341858,delimiter,;
-26.074350357055664,10.717087745666504,delimiter,}
-23.86268424987793,21.371505737304688,return_exception,catch
-5.612120151519775,-20.021194458007812,delimiter,(
