x,y,role,token
-39.59373474121094,13.467637062072754,declaration,def
-39.41132354736328,10.603574752807617,identifier,_profile_package
16.646560668945312,24.384599685668945,delimiter,(
32.14599609375,-11.526330947875977,identifier,self
34.607513427734375,26.33289909362793,delimiter,)
27.77250862121582,16.351011276245117,delimiter,:
-74.86274719238281,2.0665102005004883,identifier,prof
14.110822677612305,7.516819953918457,assignment_operator,=
-42.16920471191406,9.560986518859863,identifier,cProfile
6.393774032592773,-31.233667373657227,delimiter,.
-44.56942367553711,9.461551666259766,identifier,Profile
13.881047248840332,22.579349517822266,delimiter,(
35.5444221496582,29.49995231628418,delimiter,)
-72.37591552734375,2.415802001953125,identifier,prof
7.652429580688477,-26.826744079589844,delimiter,.
-16.835283279418945,19.681358337402344,identifier,enable
12.897468566894531,24.4903621673584,delimiter,(
33.58090591430664,29.640684127807617,delimiter,)
23.047264099121094,16.856725692749023,return_exception,try
26.72409439086914,17.67158317565918,delimiter,:
-33.050048828125,14.735854148864746,identifier,runpy
4.642466068267822,-25.970874786376953,delimiter,.
-33.22822570800781,11.832348823547363,identifier,run_path
14.748358726501465,19.02498435974121,delimiter,(
30.908082962036133,-13.421813011169434,identifier,self
11.056014060974121,-18.278350830078125,delimiter,.
-32.607337951660156,9.167174339294434,identifier,_run_object
16.688426971435547,17.507461547851562,delimiter,","
-31.28072738647461,11.233139991760254,identifier,run_name
16.261211395263672,10.123927116394043,assignment_operator,=
-29.492868423461914,7.729855060577393,other,'__main__'
30.20225715637207,28.553403854370117,delimiter,)
27.442180633544922,25.08761978149414,return_exception,except
-28.20056915283203,11.9265718460083,identifier,SystemExit
27.255813598632812,19.461639404296875,delimiter,:
37.98178482055664,34.41038513183594,other,pass
-73.46817016601562,3.79290771484375,identifier,prof
8.370866775512695,-25.558435440063477,delimiter,.
-15.532204627990723,19.568124771118164,identifier,disable
11.602418899536133,25.627506256103516,delimiter,(
35.27661895751953,31.768354415893555,delimiter,)
-59.76036834716797,5.910180568695068,identifier,prof_stats
13.897353172302246,8.91954517364502,assignment_operator,=
-55.04008102416992,3.2561182975769043,identifier,pstats
5.236001014709473,-30.39735221862793,delimiter,.
-52.588741302490234,2.8908159732818604,identifier,Stats
12.152929306030273,20.300241470336914,delimiter,(
-71.71968078613281,4.638997554779053,identifier,prof
34.67048645019531,33.63398742675781,delimiter,)
-58.146549224853516,3.5758490562438965,identifier,prof_stats
6.117336750030518,-24.544010162353516,delimiter,.
-36.252262115478516,3.2344467639923096,identifier,calc_callees
10.441712379455566,23.76964569091797,delimiter,(
32.42664337158203,31.486047744750977,delimiter,)
11.084043502807617,10.558123588562012,return_exception,return
16.968185424804688,57.04058074951172,delimiter,{
-29.22784996032715,2.112440824508667,other,'objectName'
58.342716217041016,-63.89537811279297,delimiter,:
29.335189819335938,-12.422405242919922,identifier,self
9.429065704345703,-17.208498001098633,delimiter,.
-33.265586853027344,7.504917621612549,identifier,_object_name
18.83763885498047,54.90148162841797,delimiter,","
-29.445676803588867,-0.836074948310852,other,'callStats'
57.82070541381836,-65.99237823486328,delimiter,:
28.842607498168945,-14.052253723144531,identifier,self
10.431020736694336,-15.972455024719238,delimiter,.
-35.21122360229492,5.769556522369385,identifier,_transform_stats
10.115874290466309,19.552978515625,delimiter,(
-61.720760345458984,3.9094016551971436,identifier,prof_stats
29.64849090576172,36.803077697753906,delimiter,)
20.502355575561523,56.48810577392578,delimiter,","
-26.865922927856445,-2.7472615242004395,other,'totalTime'
55.88605880737305,-64.69702911376953,delimiter,:
-59.80458450317383,2.0781400203704834,identifier,prof_stats
2.5510125160217285,-18.87476348876953,delimiter,.
-28.117292404174805,-7.394174575805664,identifier,total_tt
20.652929306030273,53.70151901245117,delimiter,","
-31.742923736572266,-1.830535888671875,other,'primitiveCalls'
54.25640106201172,-65.65082550048828,delimiter,:
-61.62082290649414,1.4870316982269287,identifier,prof_stats
3.563828468322754,-17.38423728942871,delimiter,.
-33.47309112548828,-4.291554927825928,identifier,prim_calls
22.315587997436523,54.98520278930664,delimiter,","
-28.615694046020508,-3.1221718788146973,other,'totalCalls'
55.34897232055664,-67.1818618774414,delimiter,:
-60.2524528503418,0.09236837178468704,identifier,prof_stats
1.7170335054397583,-17.14598274230957,delimiter,.
-29.883438110351562,-5.693902015686035,identifier,total_calls
22.78816795349121,53.081451416015625,delimiter,","
-24.498035430908203,-1.9806030988693237,other,'timestamp'
56.97065734863281,-68.87052154541016,delimiter,:
-20.62943458557129,-1.2322949171066284,identifier,int
7.708134174346924,17.878015518188477,delimiter,(
-18.490644454956055,-11.666892051696777,identifier,time
-0.7750088572502136,-17.950754165649414,delimiter,.
-19.302337646484375,-12.71761703491211,identifier,time
7.378386497497559,21.386402130126953,delimiter,(
26.801809310913086,37.12789535522461,delimiter,)
28.139251708984375,38.516082763671875,delimiter,)
27.811708450317383,41.46919631958008,delimiter,}
